game_pk,game_date,player_id,player_name,team,opposing_team,season,pa,ab,h,singles,doubles,triples,hr,bb,hbp,so,sb,cs,rbi,tb
776140,2025-09-28,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,3,1,1,0,0,0,1,0,1,0,0,1,1
776140,2025-09-28,592450,"Judge, Aaron",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,0,0,0,0,1
776140,2025-09-28,641355,"Bellinger, Cody",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,0,0,0,0,1
776140,2025-09-28,641857,"McMahon, Ryan",NYY,BAL,2025,3,3,0,0,0,0,0,0,0,3,0,0,0,0
776140,2025-09-28,663757,"Grisham, Trent",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,2,0,0,0,0
776140,2025-09-28,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776140,2025-09-28,669224,"Wells, Austin",NYY,BAL,2025,3,3,0,0,0,0,0,0,0,3,0,0,0,0
776140,2025-09-28,676609,"Caballero, José",NYY,BAL,2025,2,1,0,0,0,0,0,1,0,1,0,0,0,0
776140,2025-09-28,683011,"Volpe, Anthony",NYY,BAL,2025,3,3,1,1,0,0,0,0,0,1,0,0,0,1
776140,2025-09-28,700250,"Rice, Ben",NYY,BAL,2025,4,4,2,0,0,0,2,0,0,0,0,0,2,8
776143,2025-09-28,605137,"Bell, Josh",WSH,CWS,2025,2,2,0,0,0,0,0,0,0,0,0,0,0,0
776143,2025-09-28,656180,"Adams, Riley",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,3,0,0,0,0
776143,2025-09-28,665953,"Chaparro, Andrés",WSH,CWS,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776143,2025-09-28,671277,"García Jr., Luis",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,0
776143,2025-09-28,682928,"Abrams, CJ",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,0
776143,2025-09-28,683083,"Nuñez, Nasim",WSH,CWS,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776143,2025-09-28,686611,"Crews, Dylan",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,2,0,0,0,0
776143,2025-09-28,690987,"Hassell III, Robert",WSH,CWS,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776143,2025-09-28,691781,"House, Brady",WSH,CWS,2025,3,3,1,1,0,0,0,0,0,1,0,0,0,1
776143,2025-09-28,695578,"Wood, James",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,3,0,0,0,0
776143,2025-09-28,695734,"Lile, Daylen",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,0
776143,2025-09-28,696285,"Young, Jacob",WSH,CWS,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776160,2025-09-27,595751,"Alfaro, Jorge",WSH,CWS,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776160,2025-09-27,605137,"Bell, Josh",WSH,CWS,2025,4,3,1,0,1,0,0,1,0,0,0,0,0,2
776160,2025-09-27,671277,"García Jr., Luis",WSH,CWS,2025,4,3,0,0,0,0,0,1,0,1,0,0,0,0
776160,2025-09-27,682928,"Abrams, CJ",WSH,CWS,2025,5,5,0,0,0,0,0,0,0,2,0,0,0,0
776160,2025-09-27,683083,"Nuñez, Nasim",WSH,CWS,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776160,2025-09-27,691781,"House, Brady",WSH,CWS,2025,4,4,0,0,0,0,0,0,0,2,0,0,0,0
776160,2025-09-27,695578,"Wood, James",WSH,CWS,2025,5,5,3,2,0,0,1,0,0,2,0,0,2,6
776160,2025-09-27,695734,"Lile, Daylen",WSH,CWS,2025,4,3,2,1,0,0,1,1,0,1,0,0,2,5
776160,2025-09-27,696285,"Young, Jacob",WSH,CWS,2025,4,3,1,0,0,0,1,1,0,1,0,0,2,4
776162,2025-09-27,502671,"Goldschmidt, Paul",NYY,BAL,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776162,2025-09-27,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,3,2,1,0,0,1,1,0,1,0,0,1,5
776162,2025-09-27,592450,"Judge, Aaron",NYY,BAL,2025,4,4,2,1,0,0,1,0,0,1,0,0,3,5
776162,2025-09-27,641355,"Bellinger, Cody",NYY,BAL,2025,4,3,1,1,0,0,0,0,0,1,0,0,1,1
776162,2025-09-27,641857,"McMahon, Ryan",NYY,BAL,2025,3,3,2,1,0,0,1,0,0,1,0,0,1,5
776162,2025-09-27,663757,"Grisham, Trent",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,0,0,0,0,0
776162,2025-09-27,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,3,2,0,0,0,0,0,0,1,0,0,0,0,0
776162,2025-09-27,676609,"Caballero, José",NYY,BAL,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776162,2025-09-27,683011,"Volpe, Anthony",NYY,BAL,2025,3,3,0,0,0,0,0,0,0,2,0,0,0,0
776162,2025-09-27,700250,"Rice, Ben",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,0,0,0,0,0
776165,2025-09-26,605137,"Bell, Josh",WSH,CWS,2025,4,4,2,1,0,0,1,0,0,0,0,0,1,5
776165,2025-09-26,656180,"Adams, Riley",WSH,CWS,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776165,2025-09-26,657557,"DeJong, Paul",WSH,CWS,2025,3,3,0,0,0,0,0,0,0,2,0,0,0,0
776165,2025-09-26,665953,"Chaparro, Andrés",WSH,CWS,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776165,2025-09-26,671277,"García Jr., Luis",WSH,CWS,2025,4,4,3,0,0,0,3,0,0,1,0,0,4,12
776165,2025-09-26,682928,"Abrams, CJ",WSH,CWS,2025,5,4,2,1,0,0,1,1,0,2,0,0,1,5
776165,2025-09-26,683083,"Nuñez, Nasim",WSH,CWS,2025,1,1,1,1,0,0,0,0,0,0,0,0,0,1
776165,2025-09-26,686611,"Crews, Dylan",WSH,CWS,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776165,2025-09-26,690987,"Hassell III, Robert",WSH,CWS,2025,4,4,2,2,0,0,0,0,0,1,0,0,0,2
776165,2025-09-26,695578,"Wood, James",WSH,CWS,2025,5,5,0,0,0,0,0,0,0,1,0,0,0,0
776165,2025-09-26,695734,"Lile, Daylen",WSH,CWS,2025,4,4,2,0,1,0,1,0,0,0,0,0,3,6
776174,2025-09-26,502671,"Goldschmidt, Paul",NYY,BAL,2025,5,5,1,1,0,0,0,0,0,0,0,0,0,1
776174,2025-09-26,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,4,2,0,0,0,2,0,0,0,0,0,5,8
776174,2025-09-26,592450,"Judge, Aaron",NYY,BAL,2025,4,3,1,0,0,0,1,1,0,2,0,0,2,4
776174,2025-09-26,596103,"Slater, Austin",NYY,BAL,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776174,2025-09-26,641355,"Bellinger, Cody",NYY,BAL,2025,4,2,2,2,0,0,0,2,0,0,0,0,0,2
776174,2025-09-26,642708,"Rosario, Amed",NYY,BAL,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776174,2025-09-26,663757,"Grisham, Trent",NYY,BAL,2025,2,1,1,1,0,0,0,1,0,0,0,0,0,1
776174,2025-09-26,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776174,2025-09-26,669224,"Wells, Austin",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,2,0,0,1,1
776174,2025-09-26,676609,"Caballero, José",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,0,0,0,0,0
776174,2025-09-26,683011,"Volpe, Anthony",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,0,0,0,0,1
776184,2025-09-25,502671,"Goldschmidt, Paul",NYY,CWS,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776184,2025-09-25,519317,"Stanton, Giancarlo",NYY,CWS,2025,4,3,1,0,1,0,0,1,0,2,0,0,3,2
776184,2025-09-25,592450,"Judge, Aaron",NYY,CWS,2025,5,3,2,1,1,0,0,2,0,0,0,0,0,3
776184,2025-09-25,641355,"Bellinger, Cody",NYY,CWS,2025,5,3,1,1,0,0,0,2,0,0,0,0,0,1
776184,2025-09-25,641857,"McMahon, Ryan",NYY,CWS,2025,4,2,1,1,0,0,0,1,1,1,0,0,0,1
776184,2025-09-25,663757,"Grisham, Trent",NYY,CWS,2025,5,5,1,1,0,0,0,0,0,2,0,0,0,1
776184,2025-09-25,665862,"Chisholm Jr., Jazz",NYY,CWS,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776184,2025-09-25,669224,"Wells, Austin",NYY,CWS,2025,4,4,2,1,1,0,0,0,0,1,0,0,1,3
776184,2025-09-25,683011,"Volpe, Anthony",NYY,CWS,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776184,2025-09-25,700250,"Rice, Ben",NYY,CWS,2025,4,3,0,0,0,0,0,1,0,0,0,0,1,0
776199,2025-09-24,502671,"Goldschmidt, Paul",NYY,CWS,2025,4,4,1,1,0,0,0,0,0,3,0,0,1,1
776199,2025-09-24,519317,"Stanton, Giancarlo",NYY,CWS,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776199,2025-09-24,592450,"Judge, Aaron",NYY,CWS,2025,5,4,3,1,0,0,2,1,0,0,0,0,4,9
776199,2025-09-24,641355,"Bellinger, Cody",NYY,CWS,2025,5,4,1,1,0,0,0,1,0,0,0,0,0,1
776199,2025-09-24,641857,"McMahon, Ryan",NYY,CWS,2025,4,3,0,0,0,0,0,1,0,2,0,0,0,0
776199,2025-09-24,663757,"Grisham, Trent",NYY,CWS,2025,5,3,1,0,0,0,1,2,0,1,0,0,2,4
776199,2025-09-24,665862,"Chisholm Jr., Jazz",NYY,CWS,2025,4,4,1,0,1,0,0,0,0,1,0,0,1,2
776199,2025-09-24,683011,"Volpe, Anthony",NYY,CWS,2025,4,4,1,0,1,0,0,0,0,0,0,0,0,2
776199,2025-09-24,700250,"Rice, Ben",NYY,CWS,2025,4,4,1,0,0,1,0,0,0,1,0,0,0,3
776200,2025-09-24,595751,"Alfaro, Jorge",WSH,ATL,2025,4,4,0,0,0,0,0,0,0,2,0,0,0,0
776200,2025-09-24,605137,"Bell, Josh",WSH,ATL,2025,4,4,2,1,0,0,1,0,0,0,0,0,1,5
776200,2025-09-24,657557,"DeJong, Paul",WSH,ATL,2025,3,3,0,0,0,0,0,0,0,1,0,0,0,0
776200,2025-09-24,671277,"García Jr., Luis",WSH,ATL,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776200,2025-09-24,682928,"Abrams, CJ",WSH,ATL,2025,4,4,1,0,1,0,0,0,0,1,0,0,0,2
776200,2025-09-24,686611,"Crews, Dylan",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776200,2025-09-24,690987,"Hassell III, Robert",WSH,ATL,2025,3,3,0,0,0,0,0,0,0,2,0,0,0,0
776200,2025-09-24,695578,"Wood, James",WSH,ATL,2025,4,4,2,0,0,0,2,0,0,0,0,0,2,8
776200,2025-09-24,695734,"Lile, Daylen",WSH,ATL,2025,4,4,3,3,0,0,0,0,0,1,0,0,1,3
776216,2025-09-23,519317,"Stanton, Giancarlo",NYY,CWS,2025,4,4,0,0,0,0,0,0,0,3,0,0,0,0
776216,2025-09-23,592450,"Judge, Aaron",NYY,CWS,2025,5,2,0,0,0,0,0,3,0,0,0,0,0,0
776216,2025-09-23,641355,"Bellinger, Cody",NYY,CWS,2025,5,4,0,0,0,0,0,1,0,2,0,0,1,0
776216,2025-09-23,641857,"McMahon, Ryan",NYY,CWS,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776216,2025-09-23,642708,"Rosario, Amed",NYY,CWS,2025,2,2,0,0,0,0,0,0,0,2,0,0,0,0
776216,2025-09-23,663757,"Grisham, Trent",NYY,CWS,2025,5,3,0,0,0,0,0,2,0,2,0,0,0,0
776216,2025-09-23,665862,"Chisholm Jr., Jazz",NYY,CWS,2025,4,3,3,3,0,0,0,1,0,0,0,0,0,3
776216,2025-09-23,669224,"Wells, Austin",NYY,CWS,2025,4,4,2,1,1,0,0,0,0,1,0,0,1,3
776216,2025-09-23,676609,"Caballero, José",NYY,CWS,2025,1,1,1,1,0,0,0,0,0,0,0,0,1,1
776216,2025-09-23,683011,"Volpe, Anthony",NYY,CWS,2025,4,4,2,2,0,0,0,0,0,1,0,0,0,2
776216,2025-09-23,700250,"Rice, Ben",NYY,CWS,2025,4,4,3,3,0,0,0,0,0,0,0,0,0,3
776219,2025-09-23,605137,"Bell, Josh",WSH,ATL,2025,1,0,0,0,0,0,0,1,0,0,0,0,0,0
776219,2025-09-23,656180,"Adams, Riley",WSH,ATL,2025,3,3,0,0,0,0,0,0,0,3,0,0,0,0
776219,2025-09-23,671277,"García Jr., Luis",WSH,ATL,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,0
776219,2025-09-23,682928,"Abrams, CJ",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,1,0,0,1,1
776219,2025-09-23,683083,"Nuñez, Nasim",WSH,ATL,2025,4,4,0,0,0,0,0,1,0,3,0,0,0,0
776219,2025-09-23,686611,"Crews, Dylan",WSH,ATL,2025,4,3,0,0,0,0,0,1,0,0,0,0,0,0
776219,2025-09-23,690987,"Hassell III, Robert",WSH,ATL,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776219,2025-09-23,691781,"House, Brady",WSH,ATL,2025,3,2,1,1,0,0,0,1,0,0,0,0,0,1
776219,2025-09-23,695578,"Wood, James",WSH,ATL,2025,4,3,2,0,1,0,1,1,0,0,0,0,1,6
776219,2025-09-23,695734,"Lile, Daylen",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776219,2025-09-23,696285,"Young, Jacob",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776221,2025-09-22,656180,"Adams, Riley",WSH,ATL,2025,5,3,0,0,0,0,0,0,2,1,0,0,0,0
776221,2025-09-22,657557,"DeJong, Paul",WSH,ATL,2025,4,3,1,1,0,0,0,1,0,1,0,0,0,1
776221,2025-09-22,665953,"Chaparro, Andrés",WSH,ATL,2025,5,5,2,2,0,0,0,0,0,0,0,0,3,2
776221,2025-09-22,682928,"Abrams, CJ",WSH,ATL,2025,5,5,0,0,0,0,0,0,0,3,0,0,0,0
776221,2025-09-22,683083,"Nuñez, Nasim",WSH,ATL,2025,5,4,3,2,0,0,1,1,0,0,0,0,1,6
776221,2025-09-22,686611,"Crews, Dylan",WSH,ATL,2025,4,4,1,0,0,0,1,0,0,0,0,0,1,4
776221,2025-09-22,690987,"Hassell III, Robert",WSH,ATL,2025,4,3,0,0,0,0,0,0,1,2,0,0,0,0
776221,2025-09-22,691781,"House, Brady",WSH,ATL,2025,4,3,1,1,0,0,0,1,0,2,0,0,0,1
776221,2025-09-22,696285,"Young, Jacob",WSH,ATL,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,0
776237,2025-09-21,595751,"Alfaro, Jorge",WSH,NYM,2025,4,4,2,1,1,0,0,0,0,1,0,0,1,3
776237,2025-09-21,605137,"Bell, Josh",WSH,NYM,2025,3,3,1,0,1,0,0,0,0,1,0,0,0,2
776237,2025-09-21,657557,"DeJong, Paul",WSH,NYM,2025,4,4,0,0,0,0,0,0,0,2,0,0,0,0
776237,2025-09-21,665953,"Chaparro, Andrés",WSH,NYM,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776237,2025-09-21,683083,"Nuñez, Nasim",WSH,NYM,2025,4,5,2,1,0,0,1,0,0,1,0,0,2,5
776237,2025-09-21,686611,"Crews, Dylan",WSH,NYM,2025,4,4,1,1,0,0,0,0,0,0,0,0,0,1
776237,2025-09-21,690987,"Hassell III, Robert",WSH,NYM,2025,3,3,0,0,0,0,0,0,0,2,0,0,0,0
776237,2025-09-21,691781,"House, Brady",WSH,NYM,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776237,2025-09-21,695578,"Wood, James",WSH,NYM,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776237,2025-09-21,695734,"Lile, Daylen",WSH,NYM,2025,1,1,1,1,0,0,0,0,0,0,0,0,0,1
776237,2025-09-21,696285,"Young, Jacob",WSH,NYM,2025,3,3,1,1,0,0,0,0,0,1,0,0,0,1
776240,2025-09-21,502671,"Goldschmidt, Paul",NYY,BAL,2025,3,2,0,0,0,0,0,1,0,1,0,0,0,0
776240,2025-09-21,519317,"Stanton, Giancarlo",NYY,BAL,2025,1,0,0,0,0,0,0,1,0,0,0,0,0,0
776240,2025-09-21,592450,"Judge, Aaron",NYY,BAL,2025,6,4,0,0,0,0,0,1,1,1,0,0,0,0
776240,2025-09-21,596103,"Slater, Austin",NYY,BAL,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776240,2025-09-21,641355,"Bellinger, Cody",NYY,BAL,2025,5,5,1,1,0,0,0,0,0,2,0,0,0,1
776240,2025-09-21,641857,"McMahon, Ryan",NYY,BAL,2025,2,1,0,0,0,0,0,1,0,1,0,0,0,0
776240,2025-09-21,663757,"Grisham, Trent",NYY,BAL,2025,6,5,0,0,0,0,0,1,0,4,0,0,0,0
776240,2025-09-21,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,5,4,1,0,0,0,1,1,0,3,0,0,1,4
776240,2025-09-21,669224,"Wells, Austin",NYY,BAL,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776240,2025-09-21,676609,"Caballero, José",NYY,BAL,2025,5,5,2,1,1,0,0,0,0,1,0,0,0,3
776240,2025-09-21,683011,"Volpe, Anthony",NYY,BAL,2025,2,2,1,1,0,0,0,0,0,1,0,0,1,1
776240,2025-09-21,691176,"Domínguez, Jasson",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776240,2025-09-21,700250,"Rice, Ben",NYY,BAL,2025,5,5,4,2,1,0,1,0,0,0,0,0,5,8
776252,2025-09-20,605137,"Bell, Josh",WSH,NYM,2025,3,3,1,1,0,0,0,0,0,2,0,0,0,1
776252,2025-09-20,656180,"Adams, Riley",WSH,NYM,2025,4,4,1,1,0,0,0,0,0,1,0,0,1,1
776252,2025-09-20,665953,"Chaparro, Andrés",WSH,NYM,2025,2,2,0,0,0,0,0,0,0,1,0,0,0,0
776252,2025-09-20,682928,"Abrams, CJ",WSH,NYM,2025,5,5,0,0,0,0,0,0,0,3,0,0,0,0
776252,2025-09-20,683083,"Nuñez, Nasim",WSH,NYM,2025,4,5,0,0,0,0,0,0,0,1,0,0,0,0
776252,2025-09-20,686611,"Crews, Dylan",WSH,NYM,2025,5,4,1,1,0,0,0,1,0,0,0,0,0,1
776252,2025-09-20,690987,"Hassell III, Robert",WSH,NYM,2025,5,5,0,0,0,0,0,0,0,1,0,0,0,0
776252,2025-09-20,691781,"House, Brady",WSH,NYM,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776252,2025-09-20,695578,"Wood, James",WSH,NYM,2025,5,3,0,0,0,0,0,2,0,1,0,0,0,0
776252,2025-09-20,695734,"Lile, Daylen",WSH,NYM,2025,5,5,2,1,0,0,1,0,0,0,0,0,3,5
776257,2025-09-20,502671,"Goldschmidt, Paul",NYY,BAL,2025,4,3,1,1,0,0,0,0,1,1,0,0,0,1
776257,2025-09-20,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,3,1,0,0,0,1,1,0,2,0,0,3,4
776257,2025-09-20,592450,"Judge, Aaron",NYY,BAL,2025,4,4,2,1,0,0,1,0,0,0,0,0,1,5
776257,2025-09-20,641355,"Bellinger, Cody",NYY,BAL,2025,4,3,1,1,0,0,0,1,0,1,0,0,0,1
776257,2025-09-20,641857,"McMahon, Ryan",NYY,BAL,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776257,2025-09-20,663757,"Grisham, Trent",NYY,BAL,2025,5,5,2,2,0,0,0,0,0,2,0,0,1,2
776257,2025-09-20,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,1,0,0,1,1
776257,2025-09-20,683011,"Volpe, Anthony",NYY,BAL,2025,4,3,2,2,0,0,0,1,0,1,0,0,0,2
776257,2025-09-20,700250,"Rice, Ben",NYY,BAL,2025,5,5,0,0,0,0,0,0,0,1,0,0,0,0
776259,2025-09-19,595751,"Alfaro, Jorge",WSH,NYM,2025,3,3,1,1,0,0,0,0,0,1,0,0,1,1
776259,2025-09-19,605137,"Bell, Josh",WSH,NYM,2025,4,4,1,0,1,0,0,0,0,0,0,0,1,2
776259,2025-09-19,656180,"Adams, Riley",WSH,NYM,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776259,2025-09-19,657557,"DeJong, Paul",WSH,NYM,2025,3,2,0,0,0,0,0,1,0,1,0,0,0,0
776259,2025-09-19,671277,"García Jr., Luis",WSH,NYM,2025,4,4,0,0,0,0,0,0,0,0,0,0,0,0
776259,2025-09-19,682928,"Abrams, CJ",WSH,NYM,2025,4,4,2,0,1,0,1,0,0,1,0,0,3,6
776259,2025-09-19,683083,"Nuñez, Nasim",WSH,NYM,2025,1,1,0,0,0,0,0,0,0,1,0,0,0,0
776259,2025-09-19,686611,"Crews, Dylan",WSH,NYM,2025,4,4,1,1,0,0,0,0,0,1,0,0,0,1
776259,2025-09-19,690987,"Hassell III, Robert",WSH,NYM,2025,1,1,1,0,1,0,0,0,0,0,0,0,0,2
776259,2025-09-19,695578,"Wood, James",WSH,NYM,2025,4,4,0,0,0,0,0,0,0,2,0,0,0,0
776259,2025-09-19,695734,"Lile, Daylen",WSH,NYM,2025,4,4,1,0,0,1,0,0,0,1,0,0,1,3
776259,2025-09-19,696285,"Young, Jacob",WSH,NYM,2025,3,2,1,1,0,0,0,1,0,1,0,0,0,1
776273,2025-09-19,502671,"Goldschmidt, Paul",NYY,BAL,2025,3,2,0,0,0,0,0,0,1,0,0,0,0,0
776273,2025-09-19,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,1,0,0,0,0
776273,2025-09-19,592450,"Judge, Aaron",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776273,2025-09-19,596103,"Slater, Austin",NYY,BAL,2025,4,4,1,1,0,0,0,0,0,3,0,0,0,1
776273,2025-09-19,641355,"Bellinger, Cody",NYY,BAL,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776273,2025-09-19,642708,"Rosario, Amed",NYY,BAL,2025,4,4,0,0,0,0,0,0,0,1,0,0,0,0
776273,2025-09-19,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,4,4,1,0,0,0,1,0,0,2,0,0,2,4
776273,2025-09-19,669224,"Wells, Austin",NYY,BAL,2025,3,2,1,1,0,0,0,1,0,1,0,0,0,1
776273,2025-09-19,683011,"Volpe, Anthony",NYY,BAL,2025,3,3,0,0,0,0,0,0,0,0,0,0,0,0
776273,2025-09-19,700250,"Rice, Ben",NYY,BAL,2025,1,0,0,0,0,0,0,1,0,0,0,0,0,0
776278,2025-09-18,502671,"Goldschmidt, Paul",NYY,BAL,2025,5,5,2,2,0,0,0,0,0,0,0,0,1,2
776278,2025-09-18,519317,"Stanton, Giancarlo",NYY,BAL,2025,4,4,1,0,1,0,0,0,0,2,0,0,2,2
776278,2025-09-18,592450,"Judge, Aaron",NYY,BAL,2025,5,2,0,0,0,0,0,2,0,2,0,0,1,0
776278,2025-09-18,641355,"Bellinger, Cody",NYY,BAL,2025,5,3,0,0,0,0,0,2,0,1,0,0,0,0
776278,2025-09-18,642708,"Rosario, Amed",NYY,BAL,2025,2,2,1,0,1,0,0,0,0,1,0,0,2,2
776278,2025-09-18,663757,"Grisham, Trent",NYY,BAL,2025,4,3,0,0,0,0,0,1,0,2,0,0,0,0
776278,2025-09-18,665862,"Chisholm Jr., Jazz",NYY,BAL,2025,2,2,1,0,1,0,0,0,0,1,0,0,0,2
776278,2025-09-18,669224,"Wells, Austin",NYY,BAL,2025,4,3,2,2,0,0,0,1,0,0,0,0,1,2
776278,2025-09-18,676609,"Caballero, José",NYY,BAL,2025,4,2,1,1,0,0,0,2,0,0,0,0,0,1
776278,2025-09-18,683011,"Volpe, Anthony",NYY,BAL,2025,4,4,1,0,1,0,0,0,0,2,0,0,0,2
776278,2025-09-18,691176,"Domínguez, Jasson",NYY,BAL,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776284,2025-09-17,502671,"Goldschmidt, Paul",NYY,MIN,2025,5,4,2,1,1,0,0,1,0,0,0,0,0,3
776284,2025-09-17,592450,"Judge, Aaron",NYY,MIN,2025,5,4,3,2,1,0,0,1,0,0,0,0,0,4
776284,2025-09-17,641355,"Bellinger, Cody",NYY,MIN,2025,5,4,2,1,0,0,1,0,1,1,0,0,3,5
776284,2025-09-17,641857,"McMahon, Ryan",NYY,MIN,2025,4,4,1,1,0,0,0,0,0,2,0,0,1,1
776284,2025-09-17,663757,"Grisham, Trent",NYY,MIN,2025,5,5,2,0,0,0,2,0,0,1,0,0,4,8
776284,2025-09-17,665862,"Chisholm Jr., Jazz",NYY,MIN,2025,5,5,0,0,0,0,0,0,0,0,0,0,0,0
776284,2025-09-17,669224,"Wells, Austin",NYY,MIN,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776284,2025-09-17,676609,"Caballero, José",NYY,MIN,2025,4,3,0,0,0,0,0,1,0,2,0,0,0,0
776284,2025-09-17,691176,"Domínguez, Jasson",NYY,MIN,2025,4,3,1,0,1,0,0,0,1,1,0,0,1,2
776284,2025-09-17,700250,"Rice, Ben",NYY,MIN,2025,4,4,1,0,1,0,0,0,0,1,0,0,0,2
776286,2025-09-17,605137,"Bell, Josh",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,2,0,0,0,1
776286,2025-09-17,656180,"Adams, Riley",WSH,ATL,2025,4,3,0,0,0,0,0,0,1,2,0,0,0,0
776286,2025-09-17,671277,"García Jr., Luis",WSH,ATL,2025,4,4,2,1,1,0,0,0,0,2,0,0,0,3
776286,2025-09-17,682928,"Abrams, CJ",WSH,ATL,2025,5,5,1,1,0,0,0,0,0,2,0,0,0,1
776286,2025-09-17,686611,"Crews, Dylan",WSH,ATL,2025,4,4,2,1,1,0,0,0,0,0,0,0,1,3
776286,2025-09-17,690987,"Hassell III, Robert",WSH,ATL,2025,4,4,1,0,1,0,0,0,0,1,0,0,1,2
776286,2025-09-17,691781,"House, Brady",WSH,ATL,2025,4,4,1,1,0,0,0,0,0,0,0,0,1,1
776286,2025-09-17,695578,"Wood, James",WSH,ATL,2025,5,5,2,1,1,0,0,0,0,1,0,0,1,3
776286,2025-09-17,695734,"Lile, Daylen",WSH,ATL,2025,4,4,0,0,0,0,0,0,0,2,0,0,0,0
776298,2025-09-16,502671,"Goldschmidt, Paul",NYY,MIN,2025,1,1,0,0,0,0,0,0,0,0,0,0,0,0
776298,2025-09-16,519317,"Stanton, Giancarlo",NYY,MIN,2025,5,4,2,2,0,0,0,0,0,0,0,0,2,2
776298,2025-09-16,592450,"Judge, Aaron",NYY,MIN,2025,5,2,1,1,0,0,0,2,0,0,0,0,1,1
776298,2025-09-16,641355,"Bellinger, Cody",NYY,MIN,2025,5,5,1,1,0,0,0,0,0,1,0,0,1,1
776298,2025-09-16,641857,"McMahon, Ryan",NYY,MIN,2025,5,5,1,1,0,0,0,0,0,0,0,0,0,1
776298,2025-09-16,663757,"Grisham, Trent",NYY,MIN,2025,5,4,2,1,0,0,1,0,0,0,0,0,3,5
