game_pk,game_date,player_id,player_name,opposing_team,pa,ab,h,singles,doubles,triples,hr,bb,hbp,so,sb,cs,rbi,tb,season
823241,2026-03-28,592450,"Judge, Aaron",SF,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823241,2026-03-28,641355,"Bellinger, Cody",SF,4,3,2,1,0,1,0,1,0,0,0,0,0,4,2026
823241,2026-03-28,641857,"McMahon, Ryan",SF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823241,2026-03-28,663757,"Grisham, Trent",SF,4,3,1,1,0,0,0,1,0,0,0,0,0,1,2026
823241,2026-03-28,665862,"Chisholm Jr., Jazz",SF,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823241,2026-03-28,669224,"Wells, Austin",SF,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823241,2026-03-28,676609,"Caballero, José",SF,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823241,2026-03-28,700250,"Rice, Ben",SF,4,4,1,0,1,0,0,0,0,1,0,0,2,2,2026
823243,2026-03-27,502671,"Goldschmidt, Paul",SF,5,5,1,0,1,0,0,0,0,0,0,0,0,2,2026
823243,2026-03-27,519317,"Stanton, Giancarlo",SF,4,4,2,1,0,0,1,0,0,1,0,0,1,5,2026
823243,2026-03-27,545341,"Grichuk, Randal",SF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823243,2026-03-27,592450,"Judge, Aaron",SF,4,4,1,0,0,0,1,0,0,2,0,0,2,4,2026
823243,2026-03-27,641355,"Bellinger, Cody",SF,4,3,1,1,0,0,0,1,0,0,0,0,0,1,2026
823243,2026-03-27,641857,"McMahon, Ryan",SF,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2026
823243,2026-03-27,642708,"Rosario, Amed",SF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823243,2026-03-27,663757,"Grisham, Trent",SF,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2026
823243,2026-03-27,665862,"Chisholm Jr., Jazz",SF,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823243,2026-03-27,669224,"Wells, Austin",SF,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823243,2026-03-27,676609,"Caballero, José",SF,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2026
823244,2026-03-25,519317,"Stanton, Giancarlo",SF,4,4,2,2,0,0,0,0,0,1,0,0,1,2,2026
823244,2026-03-25,592450,"Judge, Aaron",SF,5,5,0,0,0,0,0,0,0,4,0,0,0,0,2026
823244,2026-03-25,641355,"Bellinger, Cody",SF,5,5,1,1,0,0,0,0,0,2,0,0,0,1,2026
823244,2026-03-25,641857,"McMahon, Ryan",SF,4,3,1,1,0,0,0,1,0,2,0,0,2,1,2026
823244,2026-03-25,663757,"Grisham, Trent",SF,5,5,1,0,0,1,0,0,0,1,0,0,2,3,2026
823244,2026-03-25,665862,"Chisholm Jr., Jazz",SF,4,3,1,1,0,0,0,0,1,0,0,0,1,1,2026
823244,2026-03-25,669224,"Wells, Austin",SF,4,3,2,2,0,0,0,1,0,0,0,0,0,2,2026
823244,2026-03-25,676609,"Caballero, José",SF,4,4,1,1,0,0,0,0,0,0,0,0,1,1,2026
823244,2026-03-25,700250,"Rice, Ben",SF,5,4,1,1,0,0,0,1,0,2,0,0,0,1,2026
823253,2026-09-06,502671,"Goldschmidt, Paul",SD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2026
823253,2026-09-06,641355,"Bellinger, Cody",SD,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823253,2026-09-06,641857,"McMahon, Ryan",SD,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823253,2026-09-06,642708,"Rosario, Amed",SD,1,1,1,1,0,0,0,0,0,0,0,0,2,1,2026
823253,2026-09-06,665862,"Chisholm Jr., Jazz",SD,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823253,2026-09-06,669224,"Wells, Austin",SD,4,2,0,0,0,0,0,2,0,1,0,0,0,0,2026
823253,2026-09-06,671277,"García Jr., Luis",SD,3,3,1,1,0,0,0,0,0,1,0,0,0,1,2026
823253,2026-09-06,682987,"Jones, Spencer",SD,4,3,1,0,1,0,0,1,0,1,0,0,1,2,2026
823253,2026-09-06,691176,"Domínguez, Jasson",SD,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823253,2026-09-06,700250,"Rice, Ben",SD,5,4,0,0,0,0,0,1,0,2,0,0,0,0,2026
823253,2026-09-06,806146,"Lombard Jr., George",SD,4,4,1,0,1,0,0,0,0,2,0,0,0,2,2026
823256,2026-09-04,502671,"Goldschmidt, Paul",SD,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823256,2026-09-04,641355,"Bellinger, Cody",SD,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823256,2026-09-04,641857,"McMahon, Ryan",SD,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823256,2026-09-04,663757,"Grisham, Trent",SD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2026
823256,2026-09-04,665862,"Chisholm Jr., Jazz",SD,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823256,2026-09-04,669224,"Wells, Austin",SD,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823256,2026-09-04,671218,"Ramos, Heliot",SD,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823256,2026-09-04,671277,"García Jr., Luis",SD,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823256,2026-09-04,682987,"Jones, Spencer",SD,4,4,1,1,0,0,0,0,0,2,0,0,1,1,2026
823256,2026-09-04,700250,"Rice, Ben",SD,4,4,3,2,0,0,1,0,0,0,0,0,1,6,2026
823256,2026-09-04,806146,"Lombard Jr., George",SD,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823257,2026-09-05,502671,"Goldschmidt, Paul",SD,5,4,1,1,0,0,0,1,0,1,0,0,1,1,2026
823257,2026-09-05,641355,"Bellinger, Cody",SD,5,5,1,1,0,0,0,0,0,0,0,0,2,1,2026
823257,2026-09-05,641857,"McMahon, Ryan",SD,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823257,2026-09-05,642708,"Rosario, Amed",SD,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823257,2026-09-05,669224,"Wells, Austin",SD,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823257,2026-09-05,671218,"Ramos, Heliot",SD,3,2,1,1,0,0,0,1,0,1,0,0,0,1,2026
823257,2026-09-05,671277,"García Jr., Luis",SD,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823257,2026-09-05,676609,"Caballero, José",SD,5,2,0,0,0,0,0,2,0,0,0,0,0,0,2026
823257,2026-09-05,682987,"Jones, Spencer",SD,5,4,2,1,1,0,0,0,0,1,0,0,1,3,2026
823257,2026-09-05,691176,"Domínguez, Jasson",SD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823257,2026-09-05,700250,"Rice, Ben",SD,5,3,3,3,0,0,0,2,0,0,0,0,0,3,2026
823257,2026-09-05,806146,"Lombard Jr., George",SD,5,3,0,0,0,0,0,0,1,1,0,0,1,0,2026
823433,2026-07-26,502671,"Goldschmidt, Paul",PHI,5,4,1,1,0,0,0,1,0,2,0,0,0,1,2026
823433,2026-07-26,641857,"McMahon, Ryan",PHI,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823433,2026-07-26,642708,"Rosario, Amed",PHI,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823433,2026-07-26,645305,"Sánchez, Ali",PHI,3,3,2,2,0,0,0,0,0,1,0,0,0,2,2026
823433,2026-07-26,663757,"Grisham, Trent",PHI,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823433,2026-07-26,669224,"Wells, Austin",PHI,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823433,2026-07-26,676609,"Caballero, José",PHI,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823433,2026-07-26,680474,"Schuemann, Max",PHI,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823433,2026-07-26,682987,"Jones, Spencer",PHI,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2026
823433,2026-07-26,683011,"Volpe, Anthony",PHI,4,3,2,0,2,0,0,1,0,1,0,0,1,4,2026
823433,2026-07-26,691176,"Domínguez, Jasson",PHI,5,5,0,0,0,0,0,0,0,1,0,0,1,0,2026
823433,2026-07-26,700250,"Rice, Ben",PHI,5,5,2,0,1,0,1,0,0,1,0,0,1,6,2026
823434,2026-07-24,502671,"Goldschmidt, Paul",PHI,4,4,1,0,0,0,1,0,0,2,0,0,1,4,2026
823434,2026-07-24,641355,"Bellinger, Cody",PHI,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823434,2026-07-24,641857,"McMahon, Ryan",PHI,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2026
823434,2026-07-24,642708,"Rosario, Amed",PHI,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823434,2026-07-24,645305,"Sánchez, Ali",PHI,3,2,0,0,0,0,0,0,1,1,0,0,0,0,2026
823434,2026-07-24,663757,"Grisham, Trent",PHI,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823434,2026-07-24,676609,"Caballero, José",PHI,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823434,2026-07-24,683011,"Volpe, Anthony",PHI,3,3,1,1,0,0,0,0,0,1,0,0,0,1,2026
823434,2026-07-24,691176,"Domínguez, Jasson",PHI,4,5,1,1,0,0,0,0,0,1,0,0,0,1,2026
823434,2026-07-24,700250,"Rice, Ben",PHI,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823435,2026-07-25,502671,"Goldschmidt, Paul",PHI,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2026
823435,2026-07-25,641355,"Bellinger, Cody",PHI,4,4,2,1,1,0,0,0,0,0,0,0,1,3,2026
823435,2026-07-25,641857,"McMahon, Ryan",PHI,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823435,2026-07-25,642708,"Rosario, Amed",PHI,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823435,2026-07-25,663757,"Grisham, Trent",PHI,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823435,2026-07-25,665862,"Chisholm Jr., Jazz",PHI,4,4,0,0,0,0,0,0,0,4,0,0,0,0,2026
823435,2026-07-25,669224,"Wells, Austin",PHI,3,2,1,0,0,0,1,1,0,0,0,0,1,4,2026
823435,2026-07-25,676609,"Caballero, José",PHI,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823435,2026-07-25,691176,"Domínguez, Jasson",PHI,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823435,2026-07-25,700250,"Rice, Ben",PHI,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823495,2026-09-13,592450,"Judge, Aaron",NYM,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2026
823495,2026-09-13,641355,"Bellinger, Cody",NYM,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823495,2026-09-13,641857,"McMahon, Ryan",NYM,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823495,2026-09-13,669224,"Wells, Austin",NYM,3,3,1,0,0,0,1,0,0,2,0,0,1,4,2026
823495,2026-09-13,671277,"García Jr., Luis",NYM,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823495,2026-09-13,676609,"Caballero, José",NYM,3,2,0,0,0,0,0,1,0,2,0,0,0,0,2026
823495,2026-09-13,682987,"Jones, Spencer",NYM,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823495,2026-09-13,683011,"Volpe, Anthony",NYM,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823495,2026-09-13,700250,"Rice, Ben",NYM,4,2,1,0,0,0,1,2,0,1,0,0,1,4,2026
823496,2026-09-12,502671,"Goldschmidt, Paul",NYM,4,4,1,0,1,0,0,0,0,0,0,0,0,2,2026
823496,2026-09-12,592450,"Judge, Aaron",NYM,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823496,2026-09-12,641355,"Bellinger, Cody",NYM,4,4,2,1,0,0,1,0,0,0,0,0,2,5,2026
823496,2026-09-12,642708,"Rosario, Amed",NYM,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823496,2026-09-12,645305,"Sánchez, Ali",NYM,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2026
823496,2026-09-12,669224,"Wells, Austin",NYM,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2026
823496,2026-09-12,671218,"Ramos, Heliot",NYM,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823496,2026-09-12,682987,"Jones, Spencer",NYM,4,4,2,2,0,0,0,0,0,2,0,0,0,2,2026
823496,2026-09-12,683011,"Volpe, Anthony",NYM,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823496,2026-09-12,806146,"Lombard Jr., George",NYM,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823497,2026-09-09,592450,"Judge, Aaron",COL,4,4,2,2,0,0,0,0,0,1,0,0,0,2,2026
823497,2026-09-09,641355,"Bellinger, Cody",COL,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823497,2026-09-09,641857,"McMahon, Ryan",COL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823497,2026-09-09,669224,"Wells, Austin",COL,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823497,2026-09-09,671277,"García Jr., Luis",COL,4,4,2,0,1,0,1,0,0,2,0,0,1,6,2026
823497,2026-09-09,676609,"Caballero, José",COL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823497,2026-09-09,682987,"Jones, Spencer",COL,4,2,1,0,1,0,0,2,0,0,0,0,0,2,2026
823497,2026-09-09,700250,"Rice, Ben",COL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823497,2026-09-09,806146,"Lombard Jr., George",COL,4,4,1,0,0,0,1,0,0,0,0,0,4,4,2026
823498,2026-09-11,592450,"Judge, Aaron",NYM,4,3,1,1,0,0,0,1,0,2,0,0,0,1,2026
823498,2026-09-11,641355,"Bellinger, Cody",NYM,4,4,2,1,0,0,1,0,0,1,0,0,3,5,2026
823498,2026-09-11,641857,"McMahon, Ryan",NYM,4,4,1,1,0,0,0,0,0,0,0,0,1,1,2026
823498,2026-09-11,669224,"Wells, Austin",NYM,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823498,2026-09-11,671277,"García Jr., Luis",NYM,4,4,3,3,0,0,0,0,0,0,0,0,0,3,2026
823498,2026-09-11,682987,"Jones, Spencer",NYM,4,4,2,2,0,0,0,0,0,2,0,0,1,2,2026
823498,2026-09-11,683011,"Volpe, Anthony",NYM,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823498,2026-09-11,700250,"Rice, Ben",NYM,4,4,3,2,0,0,1,0,0,0,0,0,1,6,2026
823498,2026-09-11,806146,"Lombard Jr., George",NYM,4,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823499,2026-09-10,641355,"Bellinger, Cody",COL,4,3,2,0,2,0,0,0,0,1,0,0,1,4,2026
823499,2026-09-10,641857,"McMahon, Ryan",COL,4,3,1,1,0,0,0,1,0,0,0,0,0,1,2026
823499,2026-09-10,669224,"Wells, Austin",COL,4,1,0,0,0,0,0,3,0,0,0,0,0,0,2026
823499,2026-09-10,671218,"Ramos, Heliot",COL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823499,2026-09-10,671277,"García Jr., Luis",COL,5,5,1,0,0,0,1,0,0,0,0,0,2,4,2026
823499,2026-09-10,682987,"Jones, Spencer",COL,4,4,3,3,0,0,0,0,0,0,0,0,2,3,2026
823499,2026-09-10,683011,"Volpe, Anthony",COL,4,4,3,2,0,0,1,0,0,0,0,0,5,6,2026
823499,2026-09-10,691176,"Domínguez, Jasson",COL,5,4,0,0,0,0,0,1,0,2,0,0,0,0,2026
823499,2026-09-10,700250,"Rice, Ben",COL,5,5,1,1,0,0,0,0,0,1,0,0,0,1,2026
823499,2026-09-10,806146,"Lombard Jr., George",COL,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823500,2026-09-08,592450,"Judge, Aaron",COL,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823500,2026-09-08,641355,"Bellinger, Cody",COL,4,4,1,0,1,0,0,0,0,0,0,0,0,2,2026
823500,2026-09-08,641857,"McMahon, Ryan",COL,3,3,1,0,1,0,0,0,0,1,0,0,1,2,2026
823500,2026-09-08,665862,"Chisholm Jr., Jazz",COL,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2026
823500,2026-09-08,669224,"Wells, Austin",COL,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823500,2026-09-08,671218,"Ramos, Heliot",COL,1,1,1,0,0,0,1,0,0,0,0,0,3,4,2026
823500,2026-09-08,671277,"García Jr., Luis",COL,4,4,2,2,0,0,0,0,0,1,0,0,1,2,2026
823500,2026-09-08,682987,"Jones, Spencer",COL,4,3,0,0,0,0,0,1,0,3,0,0,0,0,2026
823500,2026-09-08,700250,"Rice, Ben",COL,4,2,0,0,0,0,0,1,1,1,0,0,0,0,2026
823500,2026-09-08,806146,"Lombard Jr., George",COL,4,3,1,1,0,0,0,1,0,1,0,0,0,1,2026
823501,2026-08-29,641355,"Bellinger, Cody",BOS,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823501,2026-08-29,642708,"Rosario, Amed",BOS,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2026
823501,2026-08-29,663757,"Grisham, Trent",BOS,5,4,0,0,0,0,0,1,0,1,0,0,0,0,2026
823501,2026-08-29,665862,"Chisholm Jr., Jazz",BOS,4,3,0,0,0,0,0,0,0,1,0,0,1,0,2026
823501,2026-08-29,669224,"Wells, Austin",BOS,4,4,1,1,0,0,0,0,0,0,0,0,2,1,2026
823501,2026-08-29,671218,"Ramos, Heliot",BOS,3,2,0,0,0,0,0,0,1,1,0,0,0,0,2026
823501,2026-08-29,671277,"García Jr., Luis",BOS,4,4,3,3,0,0,0,0,0,0,0,0,1,3,2026
823501,2026-08-29,676609,"Caballero, José",BOS,4,4,2,2,0,0,0,0,0,1,0,0,0,2,2026
823501,2026-08-29,682987,"Jones, Spencer",BOS,4,3,1,1,0,0,0,0,0,0,0,0,1,1,2026
823501,2026-08-29,700250,"Rice, Ben",BOS,5,5,2,2,0,0,0,0,0,1,0,0,3,2,2026
823501,2026-08-29,806146,"Lombard Jr., George",BOS,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823502,2026-08-30,502671,"Goldschmidt, Paul",BOS,6,6,3,2,0,0,1,0,0,1,0,0,3,6,2026
823502,2026-08-30,641355,"Bellinger, Cody",BOS,6,6,2,2,0,0,0,0,0,1,0,0,0,2,2026
823502,2026-08-30,642708,"Rosario, Amed",BOS,5,4,2,2,0,0,0,1,0,0,0,0,1,2,2026
823502,2026-08-30,645305,"Sánchez, Ali",BOS,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823502,2026-08-30,663757,"Grisham, Trent",BOS,5,4,0,0,0,0,0,1,0,1,0,0,1,0,2026
823502,2026-08-30,665862,"Chisholm Jr., Jazz",BOS,5,3,2,2,0,0,0,2,0,0,0,0,0,2,2026
823502,2026-08-30,669224,"Wells, Austin",BOS,3,2,2,0,0,0,2,0,0,0,0,0,5,8,2026
823502,2026-08-30,671218,"Ramos, Heliot",BOS,4,2,2,1,0,0,1,2,0,0,0,0,3,5,2026
823502,2026-08-30,671277,"García Jr., Luis",BOS,5,4,1,1,0,0,0,1,0,1,0,0,0,1,2026
823502,2026-08-30,676609,"Caballero, José",BOS,5,5,3,2,0,0,1,0,0,0,0,0,3,6,2026
823502,2026-08-30,682987,"Jones, Spencer",BOS,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2026
823503,2026-08-27,641355,"Bellinger, Cody",HOU,4,2,0,0,0,0,0,1,0,0,0,0,1,0,2026
823503,2026-08-27,642708,"Rosario, Amed",HOU,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823503,2026-08-27,663757,"Grisham, Trent",HOU,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823503,2026-08-27,665862,"Chisholm Jr., Jazz",HOU,3,2,1,1,0,0,0,1,0,1,0,0,0,1,2026
823503,2026-08-27,669224,"Wells, Austin",HOU,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2026
823503,2026-08-27,671218,"Ramos, Heliot",HOU,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823503,2026-08-27,671277,"García Jr., Luis",HOU,4,4,0,0,0,0,0,0,0,2,0,0,0,0,2026
823503,2026-08-27,676609,"Caballero, José",HOU,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2026
823503,2026-08-27,682987,"Jones, Spencer",HOU,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2026
823503,2026-08-27,700250,"Rice, Ben",HOU,4,4,2,1,1,0,0,0,0,0,0,0,0,3,2026
823503,2026-08-27,806146,"Lombard Jr., George",HOU,4,4,1,0,0,1,0,0,0,2,0,0,0,3,2026
823504,2026-08-28,502671,"Goldschmidt, Paul",BOS,4,4,1,0,0,0,1,0,0,1,0,0,1,4,2026
823504,2026-08-28,641355,"Bellinger, Cody",BOS,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2026
823504,2026-08-28,663757,"Grisham, Trent",BOS,3,2,0,0,0,0,0,1,0,1,0,0,0,0,2026
823504,2026-08-28,665862,"Chisholm Jr., Jazz",BOS,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823504,2026-08-28,669224,"Wells, Austin",BOS,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2026
823504,2026-08-28,671218,"Ramos, Heliot",BOS,3,1,0,0,0,0,0,2,0,1,0,0,0,0,2026
823504,2026-08-28,676609,"Caballero, José",BOS,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2026
823504,2026-08-28,682987,"Jones, Spencer",BOS,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823504,2026-08-28,700250,"Rice, Ben",BOS,4,4,2,1,1,0,0,0,0,2,0,0,0,3,2026
823504,2026-08-28,806146,"Lombard Jr., George",BOS,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823505,2026-08-25,641355,"Bellinger, Cody",HOU,5,5,1,0,0,0,1,0,0,0,0,0,3,4,2026
823505,2026-08-25,663757,"Grisham, Trent",HOU,5,3,0,0,0,0,0,2,0,1,0,0,0,0,2026
823505,2026-08-25,665862,"Chisholm Jr., Jazz",HOU,4,4,1,1,0,0,0,1,0,0,0,0,1,1,2026
823505,2026-08-25,669224,"Wells, Austin",HOU,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823505,2026-08-25,671277,"García Jr., Luis",HOU,5,5,4,2,1,0,1,0,0,0,0,0,3,8,2026
823505,2026-08-25,676609,"Caballero, José",HOU,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823505,2026-08-25,682987,"Jones, Spencer",HOU,4,4,1,0,1,0,0,0,0,0,0,0,0,2,2026
823505,2026-08-25,700250,"Rice, Ben",HOU,5,4,1,1,0,0,0,1,0,0,0,0,0,1,2026
823505,2026-08-25,806146,"Lombard Jr., George",HOU,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2026
823506,2026-08-26,641355,"Bellinger, Cody",HOU,5,5,1,0,1,0,0,0,0,0,0,0,2,2,2026
823506,2026-08-26,663757,"Grisham, Trent",HOU,5,5,1,1,0,0,0,0,0,1,0,0,0,1,2026
823506,2026-08-26,665862,"Chisholm Jr., Jazz",HOU,4,3,3,2,1,0,0,1,0,0,0,0,1,4,2026
823506,2026-08-26,669224,"Wells, Austin",HOU,4,3,2,2,0,0,0,1,0,1,0,0,0,2,2026
823506,2026-08-26,671277,"García Jr., Luis",HOU,5,5,3,2,0,0,1,0,0,0,0,0,2,6,2026
823506,2026-08-26,676609,"Caballero, José",HOU,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823506,2026-08-26,682987,"Jones, Spencer",HOU,4,4,1,1,0,0,0,0,0,3,0,0,1,1,2026
823506,2026-08-26,700250,"Rice, Ben",HOU,5,2,1,0,0,0,1,3,0,0,0,0,1,4,2026
823506,2026-08-26,806146,"Lombard Jr., George",HOU,5,5,0,0,0,0,0,0,0,3,0,0,1,0,2026
823507,2026-08-23,641355,"Bellinger, Cody",TOR,4,4,1,1,0,0,0,0,0,2,0,0,0,1,2026
823507,2026-08-23,663757,"Grisham, Trent",TOR,5,4,1,0,0,0,1,1,0,1,0,0,2,4,2026
823507,2026-08-23,665862,"Chisholm Jr., Jazz",TOR,4,4,2,1,0,0,1,0,0,1,0,0,2,5,2026
823507,2026-08-23,669224,"Wells, Austin",TOR,4,3,1,0,1,0,0,0,1,2,0,0,1,2,2026
823507,2026-08-23,671277,"García Jr., Luis",TOR,5,3,0,0,0,0,0,2,0,0,0,0,0,0,2026
823507,2026-08-23,676609,"Caballero, José",TOR,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823507,2026-08-23,682987,"Jones, Spencer",TOR,4,3,2,1,1,0,0,1,0,1,0,0,1,3,2026
823507,2026-08-23,700250,"Rice, Ben",TOR,5,5,2,2,0,0,0,0,0,3,0,0,2,2,2026
823507,2026-08-23,806146,"Lombard Jr., George",TOR,4,4,2,2,0,0,0,0,0,0,0,0,0,2,2026
823508,2026-08-13,641857,"McMahon, Ryan",SEA,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823508,2026-08-13,642708,"Rosario, Amed",SEA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2026
823508,2026-08-13,645305,"Sánchez, Ali",SEA,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2026
823508,2026-08-13,663757,"Grisham, Trent",SEA,4,4,1,1,0,0,0,0,0,1,0,0,0,1,2026
823508,2026-08-13,665862,"Chisholm Jr., Jazz",SEA,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823508,2026-08-13,671218,"Ramos, Heliot",SEA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026
823508,2026-08-13,671277,"García Jr., Luis",SEA,4,4,2,1,1,0,0,0,0,1,0,0,0,3,2026
823508,2026-08-13,676609,"Caballero, José",SEA,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2026
823508,2026-08-13,682987,"Jones, Spencer",SEA,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2026
823508,2026-08-13,700250,"Rice, Ben",SEA,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
823508,2026-08-13,806146,"Lombard Jr., George",SEA,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2026
823509,2026-08-22,663757,"Grisham, Trent",TOR,5,4,0,0,0,0,0,1,0,2,0,0,0,0,2026
823509,2026-08-22,665862,"Chisholm Jr., Jazz",TOR,4,4,2,1,1,0,0,0,0,0,0,0,0,3,2026
823509,2026-08-22,669224,"Wells, Austin",TOR,4,3,1,1,0,0,0,1,0,2,0,0,1,1,2026
823509,2026-08-22,671218,"Ramos, Heliot",TOR,4,4,0,0,0,0,0,0,0,3,0,0,0,0,2026
823509,2026-08-22,671277,"García Jr., Luis",TOR,4,3,1,0,0,0,1,1,0,1,0,0,2,4,2026
823509,2026-08-22,676609,"Caballero, José",TOR,4,3,0,0,0,0,0,0,1,1,0,0,0,0,2026
823509,2026-08-22,682987,"Jones, Spencer",TOR,4,3,0,0,0,0,0,1,0,1,0,0,0,0,2026
